ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,WinesAmount,FruitsAmount,MeatAmount,FishAmount,SweetAmount,GoldAmount,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,LastCampaign,Complain,Country,Join_year,Join_month,Join_weekday,Age,Children,Total_Amount,Total_purchase_Count,Total_accepted_campaign,Average_PurchaseAmount
521,1985,Graduation,Together,54006,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,Spain,2012,9,1,27,1,581,18,0,32.27777777777778
9284,1958,Graduation,Together,53977,0,1,2013-08-06,21,620,16,165,19,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Spain,2013,8,1,55,1,926,27,0,34.2962962962963
10128,1958,Graduation,Together,53977,0,1,2013-08-06,21,620,16,165,19,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Canada,2013,8,1,55,1,926,27,0,34.2962962962963
254,1955,Graduation,Together,53863,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,Spain,2014,5,5,59,1,473,18,1,26.27777777777778
10882,1976,Graduation,Married,53858,0,1,2012-09-11,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,Spain,2012,9,1,36,1,915,17,0,53.8235294117647
5272,1965,Master,Married,53843,0,1,2013-06-27,64,378,14,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,Saudi Arabia,2013,6,3,48,1,576,20,0,28.8
9697,1951,Graduation,Married,53790,0,2,2014-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,Spain,2014,6,1,63,2,542,20,0,27.1
8216,1972,Master,Married,53761,1,1,2013-11-10,7,158,14,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,Australia,2013,11,6,41,2,339,17,0,19.941176470588236
2134,1952,Graduation,Single,53700,0,1,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,Saudi Arabia,2012,8,4,60,1,694,22,0,31.545454545454547
4945,1953,Graduation,Widow,53653,0,0,2012-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,Spain,2012,7,2,59,0,1210,28,0,43.214285714285715
610,1953,PhD,Together,53593,1,1,2012-07-08,60,349,4,78,6,14,43,8,7,2,6,8,0,0,0,0,0,0,0,Australia,2012,7,6,59,2,494,23,0,21.47826086956522
1880,1959,PhD,Together,53537,1,1,2014-01-30,17,81,14,6,19,14,6,2,2,1,3,5,0,0,0,0,0,0,0,India,2014,1,3,55,2,140,8,0,17.5
5207,1963,PhD,Married,53378,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,0,Spain,2012,9,0,49,2,793,29,1,27.344827586206897
2072,1969,PhD,Together,53374,0,1,2012-08-16,34,896,10,101,13,10,34,6,4,2,9,9,1,0,0,0,0,1,0,Canada,2012,8,3,43,1,1064,21,2,50.666666666666664
4865,1974,Master,Divorced,53367,1,1,2013-08-31,2,229,7,140,10,3,11,7,5,1,8,7,0,0,0,0,0,1,0,Australia,2013,8,5,39,2,400,21,1,19.047619047619047
2404,1976,Graduation,Married,53359,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,USA,2013,5,0,37,2,257,14,0,18.357142857142858
8104,1951,PhD,Married,53312,0,0,2013-09-08,32,241,14,12,19,14,25,1,5,1,5,7,0,0,0,0,0,0,0,Spain,2013,9,6,62,0,325,12,0,27.083333333333332
4093,1975,Master,Together,53253,1,1,2013-11-02,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,Canada,2013,11,5,38,2,436,19,0,22.94736842105263
8207,1957,2n Cycle,Married,53233,0,1,2014-03-18,18,28,14,9,3,14,26,1,1,0,3,4,0,0,0,0,0,0,0,Canada,2014,3,1,57,1,94,5,0,18.8
4915,1956,2n Cycle,Married,53230,0,1,2012-03-08,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,Germany,2012,3,3,56,1,732,23,0,31.82608695652174
1055,1976,Master,Married,53204,1,1,2014-03-20,40,29,14,8,2,14,6,1,1,0,3,4,0,0,0,0,0,0,0,Germany,2014,3,3,38,2,73,5,0,14.6
1406,1975,Graduation,Single,53201,1,1,2013-12-02,49,280,7,81,20,14,27,8,6,3,5,7,0,0,0,0,0,0,0,Spain,2013,12,0,38,2,429,22,0,19.5
7409,1970,Graduation,Together,53187,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,Spain,2013,10,5,43,1,267,13,0,20.53846153846154
8687,1978,Graduation,Together,53172,0,1,2013-06-05,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,India,2013,6,2,35,1,486,16,0,30.375
4268,1959,Graduation,Married,53154,0,1,2014-09-06,50,129,14,21,19,1,7,1,3,1,4,4,0,0,0,0,0,0,0,USA,2014,9,5,55,1,191,9,0,21.22222222222222
5407,1954,Graduation,Together,53103,0,1,2013-12-09,70,729,17,133,11,14,195,5,10,6,7,7,1,0,0,0,0,0,0,Saudi Arabia,2013,12,0,59,1,1099,28,1,39.25
125,1958,2n Cycle,Together,53083,1,1,2013-05-15,65,215,7,33,3,14,13,6,5,1,5,7,0,1,0,0,0,0,0,India,2013,5,2,55,2,285,17,1,16.764705882352942
9967,1974,Graduation,Divorced,53034,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,USA,2013,5,3,39,2,447,22,0,20.318181818181817
3298,1956,Master,Married,52973,0,1,2012-08-11,92,856,14,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,Saudi Arabia,2012,8,5,56,1,1166,31,0,37.61290322580645
4377,1971,Graduation,Married,52914,0,1,2013-07-01,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,Canada,2013,7,0,42,1,575,15,1,38.333333333333336
9405,1954,PhD,Married,52869,1,1,2012-10-15,40,84,3,61,2,1,21,3,3,1,4,7,0,0,0,0,0,1,0,Saudi Arabia,2012,10,0,58,2,172,11,1,15.636363636363637
3783,1959,PhD,Married,52854,1,1,2014-03-24,43,105,14,10,19,1,26,2,2,1,4,5,0,0,0,0,0,0,0,Saudi Arabia,2014,3,0,55,2,175,9,0,19.444444444444443
5221,1957,Graduation,Married,52852,0,1,2012-01-12,93,714,8,99,11,14,47,4,10,7,5,8,1,0,0,0,0,0,0,Germany,2012,1,3,55,1,893,26,1,34.34615384615385
1212,1973,Graduation,Married,52845,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,Spain,2013,8,1,40,1,936,25,1,37.44
3732,1955,Master,Married,52750,0,1,2013-04-02,72,393,14,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,Canada,2013,4,1,58,1,874,27,0,32.370370370370374
2920,1975,PhD,Single,52614,0,1,2012-01-12,63,789,14,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,Mexico,2012,1,3,37,1,1004,16,0,62.75
2928,1975,PhD,Single,52614,0,1,2012-01-12,63,789,14,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,Spain,2012,1,3,37,1,1004,16,0,62.75
3635,1962,PhD,Single,52597,0,1,2014-07-05,69,492,14,37,7,14,42,3,6,3,8,5,0,0,0,0,0,0,0,Saudi Arabia,2014,7,5,52,1,606,20,0,30.3
1131,1967,PhD,Single,52569,0,1,2014-05-04,54,85,14,3,19,14,7,1,2,0,4,3,0,0,0,0,0,0,0,Saudi Arabia,2014,5,6,47,1,142,7,0,20.285714285714285
378,1971,Graduation,Married,52531,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,Spain,2012,12,6,41,0,794,21,0,37.80952380952381
1440,1978,2n Cycle,Together,52513,0,0,2012-04-09,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,Spain,2012,4,0,34,0,1149,25,0,45.96
2683,1969,Graduation,Married,52413,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,Canada,2013,2,5,44,2,910,26,0,35.0
10702,1984,Graduation,Single,52413,1,0,2012-03-11,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,Spain,2012,3,6,28,1,450,17,0,26.470588235294116
3712,1959,Graduation,Divorced,52332,0,0,2013-08-28,63,212,5,33,7,14,2,1,3,2,6,4,0,1,0,0,0,0,0,India,2013,8,2,54,0,273,12,1,22.75
7101,1963,PhD,Widow,52278,0,1,2013-01-25,24,953,14,71,19,14,174,6,10,5,10,8,0,0,0,0,0,0,0,Spain,2013,1,4,50,1,1245,31,0,40.16129032258065
9760,1963,PhD,Widow,52278,0,1,2013-01-25,24,953,14,71,19,14,174,6,10,5,10,8,0,0,0,0,0,1,0,Saudi Arabia,2013,1,4,50,1,1245,31,1,40.16129032258065
6181,1950,2n Cycle,Together,52203,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,USA,2012,7,1,62,0,939,27,0,34.77777777777778
7264,1978,2n Cycle,Single,52195,2,1,2014-12-05,2,12,14,4,19,14,1,1,1,0,2,8,0,0,0,0,0,0,0,Saudi Arabia,2014,12,4,36,3,64,4,0,16.0
6387,1976,PhD,Together,52190,1,1,2014-08-05,39,42,14,17,19,14,18,3,2,1,3,5,1,0,0,0,0,0,0,Saudi Arabia,2014,8,1,38,2,124,9,1,13.777777777777779
4184,1950,PhD,Together,52157,0,1,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,Spain,2014,7,6,64,1,265,12,0,22.083333333333332
1045,1965,Graduation,Together,52117,0,1,2012-08-16,55,112,10,107,30,14,20,2,5,2,4,7,0,0,0,0,0,0,0,Spain,2012,8,3,47,1,293,13,0,22.53846153846154
641,1967,Graduation,Single,52074,0,1,2014-04-04,77,59,14,12,19,14,48,1,2,2,2,4,1,0,0,0,0,0,0,India,2014,4,4,47,1,166,7,1,23.714285714285715
675,1973,Master,Divorced,52034,1,1,2013-05-17,67,146,14,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,Spain,2013,5,4,40,2,346,16,0,21.625
5589,1964,Graduation,Divorced,51983,0,1,2012-08-31,95,631,14,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,0,India,2012,8,4,48,1,807,24,0,33.625
11039,1975,Graduation,Married,51948,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,Spain,2013,9,1,38,1,311,13,0,23.923076923076923
4682,1958,Graduation,Married,51876,0,0,2013-10-15,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,Germany,2013,10,1,55,0,310,13,0,23.846153846153847
11100,1972,Graduation,Divorced,51813,1,1,2013-11-04,37,51,2,7,19,1,2,2,2,0,3,7,0,0,0,0,0,0,0,Canada,2013,11,0,41,2,82,7,0,11.714285714285714
2853,1980,Graduation,Single,51766,1,0,2014-11-03,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,0,Canada,2014,11,0,34,1,275,12,0,22.916666666666668
8286,1965,PhD,Together,51717,0,1,2013-08-20,55,98,1,17,19,1,5,1,3,0,4,7,0,1,0,0,0,0,0,Saudi Arabia,2013,8,1,48,1,141,8,1,17.625
6497,1960,Graduation,Married,51651,0,1,2012-07-11,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,Australia,2012,7,2,52,1,433,17,0,25.470588235294116
7698,1976,PhD,Married,51650,0,1,2014-11-05,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,India,2014,11,2,38,1,191,10,0,19.1
5092,1949,PhD,Widow,51569,0,1,2013-12-02,39,380,14,47,6,14,34,4,7,1,7,8,0,1,0,0,0,1,0,Spain,2013,12,0,64,1,495,19,2,26.05263157894737
3202,1987,PhD,Married,51563,0,0,2012-01-10,60,1166,14,48,19,14,36,1,4,4,10,8,0,1,1,0,0,0,0,Saudi Arabia,2012,1,1,25,0,1297,19,2,68.26315789473684
709,1952,Graduation,Divorced,51537,0,1,2012-09-12,27,787,20,204,19,14,92,3,2,2,11,8,0,0,0,0,0,0,0,Saudi Arabia,2012,9,2,60,1,1136,18,0,63.111111111111114
10664,1949,Master,Widow,51529,0,1,2013-07-09,14,400,4,35,6,14,22,2,9,1,5,8,0,0,0,0,0,0,0,Spain,2013,7,1,64,1,481,17,0,28.294117647058822
7938,1958,PhD,Together,51518,0,1,2013-03-10,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,Germany,2013,3,6,55,1,449,17,0,26.41176470588235
5837,1967,Graduation,Married,51479,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,Spain,2012,12,4,45,2,494,22,0,22.454545454545453
3602,1958,Master,Married,51412,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,Spain,2013,12,1,55,1,195,11,0,17.727272727272727
73,1953,PhD,Single,51411,1,2,2013-05-26,81,14,14,3,19,14,1,1,0,0,3,5,0,0,0,0,0,0,0,India,2013,5,6,60,3,65,4,0,16.25
7108,1965,Master,Widow,51390,1,1,2012-08-09,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,Saudi Arabia,2012,8,3,47,2,353,18,0,19.61111111111111
4552,1991,Graduation,Married,51373,0,0,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,Spain,2013,6,5,22,0,393,12,0,32.75
7375,1976,Graduation,Together,51369,0,1,2012-10-25,84,297,7,79,19,11,182,2,8,2,4,8,0,0,0,0,0,0,0,Saudi Arabia,2012,10,3,36,1,595,16,0,37.1875
10144,1976,Graduation,Together,51369,0,1,2012-10-25,84,297,7,79,19,11,182,2,8,2,4,8,0,0,0,0,0,0,0,Saudi Arabia,2012,10,3,36,1,595,16,0,37.1875
10341,1948,Graduation,Together,51315,0,0,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,Australia,2014,2,6,66,0,222,10,0,22.2
8159,1968,Graduation,Married,51287,1,1,2014-01-04,10,117,14,22,13,14,30,3,4,1,3,7,0,0,0,0,0,0,0,Spain,2014,1,5,46,2,210,11,0,19.09090909090909
11075,1978,Graduation,Married,51267,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,Canada,2013,10,1,35,2,270,15,0,18.0
4656,1990,2n Cycle,Single,51250,1,0,2013-03-30,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,Saudi Arabia,2013,3,5,23,1,710,24,1,29.583333333333332
8825,1962,Graduation,Together,51195,1,1,2013-01-04,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,Saudi Arabia,2013,1,4,51,2,564,24,0,23.5
326,1973,Graduation,Married,51148,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,India,2013,2,0,40,2,315,16,0,19.6875
6663,1940,PhD,Single,51141,0,0,2013-08-07,96,144,14,7,19,14,6,1,3,1,4,5,0,0,0,0,0,0,0,Spain,2013,8,2,73,0,204,9,0,22.666666666666668
2461,1955,Master,Single,51124,1,1,2013-12-18,79,26,1,11,19,1,4,2,1,0,3,3,0,0,0,0,0,0,0,Canada,2013,12,2,58,2,62,6,0,10.333333333333334
8017,1981,2n Cycle,Married,51111,1,1,2014-06-19,83,22,14,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,Saudi Arabia,2014,6,3,33,2,69,7,0,9.857142857142858
10490,1969,PhD,Married,51039,1,1,2012-10-12,11,100,64,79,65,14,109,2,6,2,4,7,0,0,0,0,0,0,0,Australia,2012,10,4,43,2,431,14,0,30.785714285714285
455,1946,PhD,Married,51012,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,Spain,2013,4,3,67,0,209,10,0,20.9
7592,1946,PhD,Married,51012,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,Spain,2013,4,3,67,0,209,10,0,20.9
1118,1956,Master,Married,50965,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,Spain,2013,2,2,57,1,685,22,1,31.136363636363637
9347,1956,Master,Together,50943,0,1,2013-06-21,49,31,14,7,2,14,6,1,1,0,3,5,0,0,0,0,0,0,0,Spain,2013,6,4,57,1,74,5,0,14.8
10160,1956,Master,Together,50943,0,1,2013-06-21,49,31,14,7,2,14,6,1,1,0,3,5,0,0,0,0,0,0,0,Spain,2013,6,4,57,1,74,5,0,14.8
8148,1956,Master,Together,50898,1,1,2013-08-01,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,Saudi Arabia,2013,8,3,57,2,859,33,0,26.03030303030303
6271,1952,PhD,Married,50870,0,1,2014-06-19,13,53,14,8,19,14,2,1,2,0,3,5,0,0,0,0,0,0,0,Spain,2014,6,3,62,1,110,6,0,18.333333333333332
2286,1962,Graduation,Single,50785,1,1,2013-10-09,27,64,1,21,19,1,27,2,2,1,3,6,0,0,0,0,0,0,0,Canada,2013,10,2,51,2,133,8,0,16.625
2061,1955,Graduation,Married,50737,0,1,2013-11-05,61,78,14,11,19,14,10,1,2,0,4,6,0,1,0,0,0,0,0,Spain,2013,11,1,58,1,146,7,1,20.857142857142858
1165,1958,PhD,Single,50729,1,1,2013-02-05,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,Saudi Arabia,2013,2,1,55,2,496,24,0,20.666666666666668
4690,1953,Graduation,Married,50725,0,1,2013-02-13,45,443,10,75,19,10,48,4,8,1,8,8,0,0,0,0,0,0,0,Canada,2013,2,2,60,1,605,21,0,28.80952380952381
6097,1959,Graduation,Single,50664,1,1,2013-01-16,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,Saudi Arabia,2013,1,2,54,2,561,24,0,23.375
4725,1950,PhD,Together,50616,0,1,2014-04-13,71,30,2,25,19,1,9,1,1,1,4,2,0,0,0,0,0,0,0,Spain,2014,4,6,64,1,86,7,0,12.285714285714286
5180,1968,PhD,Divorced,50616,0,1,2014-04-18,56,128,14,16,19,1,4,2,4,0,4,7,0,0,0,0,0,0,0,Spain,2014,4,4,46,1,182,10,0,18.2
5675,1960,PhD,Divorced,50611,0,1,2012-04-10,98,459,14,24,6,14,4,6,4,5,7,6,0,1,0,0,0,0,0,USA,2012,4,1,52,1,521,22,1,23.681818181818183
7230,1960,PhD,Divorced,50611,0,1,2012-04-10,98,459,14,24,6,14,4,6,4,5,7,6,0,1,0,0,0,1,0,USA,2012,4,1,52,1,521,22,2,23.681818181818183
9140,1960,2n Cycle,Together,50523,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,USA,2013,12,2,53,2,91,8,0,11.375
8594,1958,PhD,Widow,50520,0,1,2014-01-28,25,112,14,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,Spain,2014,1,1,56,1,149,9,0,16.555555555555557
2632,1954,Graduation,Married,50501,1,1,2013-06-18,10,297,14,38,13,14,152,7,5,4,4,6,1,0,0,0,0,1,0,India,2013,6,1,59,2,528,20,2,26.4
1349,1970,Graduation,Married,50447,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,India,2014,4,0,44,2,148,8,0,18.5
9973,1963,Graduation,Married,50437,0,2,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,Spain,2012,10,2,49,2,490,19,0,25.789473684210527
4452,1957,Graduation,Single,50388,0,1,2014-05-28,3,292,6,37,19,3,34,4,6,1,6,7,0,1,0,1,0,1,0,Germany,2014,5,2,57,1,391,17,3,23.0
10307,1956,Graduation,Married,50387,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,Spain,2013,8,5,57,2,525,19,0,27.63157894736842
713,1977,Master,Married,50353,0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,Spain,2014,8,2,37,0,442,15,0,29.466666666666665
1378,1972,2n Cycle,Together,50334,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,Saudi Arabia,2013,7,2,41,1,694,23,0,30.17391304347826
7540,1952,Graduation,Married,50300,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,Spain,2014,5,6,62,1,270,13,0,20.76923076923077
6969,1982,Graduation,Together,50272,1,0,2013-07-08,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,Australia,2013,7,0,31,1,233,13,0,17.923076923076923
3972,1976,Graduation,Together,50200,1,1,2013-03-04,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,Spain,2013,3,0,37,2,401,19,0,21.105263157894736
5633,1980,Graduation,Married,50183,1,1,2014-06-25,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,Saudi Arabia,2014,6,2,34,2,231,17,0,13.588235294117647
3037,1983,PhD,Married,50150,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,Canada,2013,6,3,30,0,410,16,0,25.625
4698,1983,PhD,Married,50150,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,Spain,2013,6,3,30,0,410,16,0,25.625
9386,1962,Graduation,Together,50127,0,1,2014-05-29,88,274,14,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,Spain,2014,5,3,52,1,334,13,1,25.692307692307693
2115,1957,Graduation,Together,50116,1,1,2014-06-20,68,54,14,10,19,14,2,2,1,0,4,5,0,1,0,0,0,0,0,Germany,2014,6,4,57,2,113,7,1,16.142857142857142
10855,1968,Master,Single,50014,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,Spain,2014,1,2,46,1,396,15,0,26.4
5209,1954,Graduation,Divorced,50002,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,Saudi Arabia,2013,6,0,59,1,638,19,0,33.578947368421055
2895,1963,Graduation,Single,49980,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,India,2013,10,2,50,1,195,11,0,17.727272727272727
3025,1958,Graduation,Single,49967,0,1,2013-08-07,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,Canada,2013,8,2,55,1,306,15,0,20.4
1146,1949,Master,Together,49912,0,1,2012-07-09,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,Australia,2012,7,0,63,1,874,26,2,33.61538461538461
9323,1949,Master,Together,49912,0,1,2012-07-09,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,Mexico,2012,7,0,63,1,874,26,2,33.61538461538461
5763,1972,Master,Together,49854,1,0,2013-10-11,63,123,17,171,39,14,30,5,6,2,5,6,0,0,0,0,0,0,0,Canada,2013,10,4,41,1,394,18,0,21.88888888888889
5631,1991,Graduation,Single,49767,0,0,2013-02-05,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,USA,2013,2,1,22,0,692,18,0,38.44444444444444
879,1976,Master,Married,49681,0,2,2013-04-11,66,411,14,26,19,14,21,6,7,1,7,7,0,0,0,0,0,0,0,Saudi Arabia,2013,4,3,37,2,505,21,0,24.047619047619047
4599,1976,Master,Married,49681,0,2,2013-04-11,66,411,14,26,19,14,21,6,7,1,7,7,0,0,0,0,0,0,0,Canada,2013,4,3,37,2,505,21,0,24.047619047619047
11166,1961,Graduation,Married,49678,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,Spain,2013,2,5,52,1,315,14,0,22.5
7613,1974,2n Cycle,Together,49669,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,Spain,2014,5,5,40,1,326,14,0,23.285714285714285
3584,1955,PhD,Single,49667,0,0,2012-08-20,35,1181,26,120,17,13,39,2,5,10,5,8,1,0,0,0,0,1,0,Canada,2012,8,0,57,0,1396,22,2,63.45454545454545
4796,1952,Graduation,Divorced,49638,0,1,2014-04-19,71,18,10,3,3,5,26,1,1,0,3,2,0,0,0,0,0,0,0,Spain,2014,4,5,62,1,65,5,0,13.0
1177,1966,Master,Together,49618,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,Spain,2013,1,5,47,2,129,11,0,11.727272727272727
4050,1966,Master,Married,49605,0,0,2014-06-21,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,Canada,2014,6,5,48,0,127,8,0,15.875
6950,1958,Master,Married,49572,1,1,2013-12-15,25,35,1,16,19,1,1,2,2,0,3,7,0,0,0,0,0,0,0,Canada,2013,12,6,55,2,73,7,0,10.428571428571429
4065,1976,PhD,Married,49544,1,0,2013-12-02,0,308,14,73,19,14,23,2,5,1,8,7,0,0,0,0,0,0,0,Spain,2013,12,0,37,1,451,16,0,28.1875
4120,1975,2n Cycle,Single,49514,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,India,2013,12,1,38,1,369,13,0,28.384615384615383
8581,1971,Master,Married,49505,1,1,2013-05-03,4,604,14,100,19,14,28,9,10,2,8,8,0,0,0,0,0,0,0,Spain,2013,5,4,42,2,779,29,0,26.862068965517242
6141,1972,Master,Single,49494,1,0,2013-04-25,46,191,9,97,19,6,82,2,6,1,5,7,0,0,0,0,0,0,0,Canada,2013,4,3,41,1,404,14,0,28.857142857142858
10524,1963,Master,Divorced,49476,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,Canada,2013,6,3,50,1,795,22,0,36.13636363636363
3277,1955,Graduation,Divorced,49431,0,1,2012-03-08,9,219,3,100,26,14,17,2,7,1,5,8,0,0,0,0,0,0,0,Spain,2012,3,3,57,1,379,15,0,25.266666666666666
10323,1952,Graduation,Married,49413,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,Spain,2013,10,4,61,1,304,13,0,23.384615384615383
10738,1951,Master,Single,49389,1,1,2013-08-29,55,40,14,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,Australia,2013,8,3,62,2,79,6,0,13.166666666666666
3916,1971,PhD,Together,49269,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,Spain,2012,8,2,41,1,890,25,0,35.6
5723,1976,PhD,Together,49187,0,1,2014-11-01,63,81,1,31,2,1,26,1,1,1,5,2,0,0,0,0,0,0,0,Spain,2014,11,5,38,1,142,8,0,17.75
7848,1974,Graduation,Single,49166,0,1,2013-06-13,17,224,2,25,7,14,110,2,5,3,3,6,0,0,0,0,0,0,0,India,2013,6,3,39,1,382,13,0,29.384615384615383
3578,1949,Graduation,Divorced,49160,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,Spain,2013,10,6,64,1,236,12,0,19.666666666666668
