ID,Year_Birth,Education,Marital_Status,  Income  ,Kidhome,Teenhome,Dt_Customer,Recency, MntWines , MntFruits , MntMeatProducts , MntFishProducts , MntSweetProducts , MntGoldProds ,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
6663,1940,PhD,Single," $51,141.00 ",0,0,08/07/2013,96, $144.00 , $-   , $7.00 , $-   , $-   , $6.00 ,1,3,1,4,5,0,0,0,0,0,0,0,Spain
2461,1955,Master,Single," $51,124.00 ",1,1,18/12/2013,79, $26.00 , $1.00 , $11.00 , $-   , $1.00 , $4.00 ,2,1,0,3,3,0,0,0,0,0,0,0,Canada
8017,1981,2n Cycle,Married," $51,111.00 ",1,1,19/06/2014,83, $22.00 , $-   , $19.00 , $6.00 , $5.00 , $3.00 ,2,2,0,3,6,0,0,0,0,0,0,0,Saudi Arabia
10490,1969,PhD,Married," $51,039.00 ",1,1,10/12/2012,11, $100.00 , $64.00 , $79.00 , $65.00 , $-   , $109.00 ,2,6,2,4,7,0,0,0,0,0,0,0,Australia
455,1946,PhD,Married," $51,012.00 ",0,0,18/04/2013,86, $102.00 , $9.00 , $63.00 , $2.00 , $9.00 , $24.00 ,1,4,1,4,6,0,0,0,0,0,0,0,Spain
7592,1946,PhD,Married," $51,012.00 ",0,0,18/04/2013,86, $102.00 , $9.00 , $63.00 , $2.00 , $9.00 , $24.00 ,1,4,1,4,6,0,0,0,0,0,0,0,Spain
1118,1956,Master,Married," $50,965.00 ",0,1,20/02/2013,87, $544.00 , $13.00 , $85.00 , $8.00 , $6.00 , $29.00 ,3,10,4,5,8,1,0,0,0,0,0,0,Spain
9347,1956,Master,Together," $50,943.00 ",0,1,21/06/2013,49, $31.00 , $-   , $7.00 , $2.00 , $-   , $6.00 ,1,1,0,3,5,0,0,0,0,0,0,0,Spain
10160,1956,Master,Together," $50,943.00 ",0,1,21/06/2013,49, $31.00 , $-   , $7.00 , $2.00 , $-   , $6.00 ,1,1,0,3,5,0,0,0,0,0,0,0,Spain
8148,1956,Master,Together," $50,898.00 ",1,1,08/01/2013,88, $285.00 , $28.00 , $242.00 , $55.00 , $114.00 , $135.00 ,13,6,2,12,5,0,0,0,0,0,0,0,Saudi Arabia
6271,1952,PhD,Married," $50,870.00 ",0,1,19/06/2014,13, $53.00 , $-   , $8.00 , $-   , $-   , $2.00 ,1,2,0,3,5,0,0,0,0,0,0,0,Spain
2286,1962,Graduation,Single," $50,785.00 ",1,1,10/09/2013,27, $64.00 , $1.00 , $21.00 , $-   , $1.00 , $27.00 ,2,2,1,3,6,0,0,0,0,0,0,0,Canada
2061,1955,Graduation,Married," $50,737.00 ",0,1,11/05/2013,61, $78.00 , $-   , $11.00 , $-   , $-   , $10.00 ,1,2,0,4,6,0,1,0,0,0,0,0,Spain
1165,1958,PhD,Single," $50,729.00 ",1,1,02/05/2013,62, $239.00 , $13.00 , $143.00 , $45.00 , $4.00 , $52.00 ,9,6,2,7,6,0,0,0,0,0,0,0,Saudi Arabia
4690,1953,Graduation,Married," $50,725.00 ",0,1,13/02/2013,45, $443.00 , $10.00 , $75.00 , $-   , $10.00 , $48.00 ,4,8,1,8,8,0,0,0,0,0,0,0,Canada
6097,1959,Graduation,Single," $50,664.00 ",1,1,16/01/2013,64, $313.00 , $8.00 , $104.00 , $6.00 , $4.00 , $126.00 ,9,8,1,6,9,0,0,0,0,0,0,0,Saudi Arabia
4725,1950,PhD,Together," $50,616.00 ",0,1,13/04/2014,71, $30.00 , $2.00 , $25.00 , $-   , $1.00 , $9.00 ,1,1,1,4,2,0,0,0,0,0,0,0,Spain
5180,1968,PhD,Divorced," $50,616.00 ",0,1,18/04/2014,56, $128.00 , $-   , $16.00 , $-   , $1.00 , $4.00 ,2,4,0,4,7,0,0,0,0,0,0,0,Spain
5675,1960,PhD,Divorced," $50,611.00 ",0,1,04/10/2012,98, $459.00 , $-   , $24.00 , $6.00 , $-   , $4.00 ,6,4,5,7,6,0,1,0,0,0,0,0,USA
7230,1960,PhD,Divorced," $50,611.00 ",0,1,04/10/2012,98, $459.00 , $-   , $24.00 , $6.00 , $-   , $4.00 ,6,4,5,7,6,0,1,0,0,0,1,0,USA
9140,1960,2n Cycle,Together," $50,523.00 ",1,1,25/12/2013,89, $51.00 , $4.00 , $24.00 , $4.00 , $7.00 , $1.00 ,2,2,0,4,6,0,0,0,0,0,0,0,USA
8594,1958,PhD,Widow," $50,520.00 ",0,1,28/01/2014,25, $112.00 , $-   , $6.00 , $2.00 , $1.00 , $14.00 ,2,3,1,3,6,0,0,0,0,0,0,0,Spain
2632,1954,Graduation,Married," $50,501.00 ",1,1,18/06/2013,10, $297.00 , $-   , $38.00 , $13.00 , $-   , $152.00 ,7,5,4,4,6,1,0,0,0,0,1,0,India
1349,1970,Graduation,Married," $50,447.00 ",2,0,21/04/2014,4, $85.00 , $7.00 , $24.00 , $2.00 , $3.00 , $27.00 ,1,3,1,3,6,0,0,0,0,0,0,0,India
9973,1963,Graduation,Married," $50,437.00 ",0,2,17/10/2012,28, $370.00 , $9.00 , $92.00 , $6.00 , $9.00 , $4.00 ,3,7,1,8,7,0,0,0,0,0,0,0,Spain
4452,1957,Graduation,Single," $50,388.00 ",0,1,28/05/2014,3, $292.00 , $6.00 , $37.00 , $-   , $3.00 , $34.00 ,4,6,1,6,7,0,1,0,1,0,1,0,Germany
10307,1956,Graduation,Married," $50,387.00 ",0,2,31/08/2013,91, $369.00 , $9.00 , $87.00 , $12.00 , $14.00 , $34.00 ,3,6,2,8,5,0,0,0,0,0,0,0,Spain
713,1977,Master,Married," $50,353.00 ",0,0,08/06/2014,72, $141.00 , $15.00 , $153.00 , $67.00 , $31.00 , $35.00 ,1,4,4,6,3,0,0,0,0,0,0,0,Spain
1378,1972,2n Cycle,Together," $50,334.00 ",0,1,24/07/2013,24, $284.00 , $16.00 , $160.00 , $84.00 , $16.00 , $134.00 ,6,7,4,6,6,0,0,0,0,0,0,0,Saudi Arabia
7540,1952,Graduation,Married," $50,300.00 ",0,1,25/05/2014,52, $143.00 , $15.00 , $60.00 , $24.00 , $23.00 , $5.00 ,2,2,1,8,2,0,0,0,0,0,0,0,Spain
6969,1982,Graduation,Together," $50,272.00 ",1,0,07/08/2013,75, $99.00 , $13.00 , $66.00 , $43.00 , $8.00 , $4.00 ,3,4,1,5,7,0,0,0,0,0,0,0,Australia
3972,1976,Graduation,Together," $50,200.00 ",1,1,03/04/2013,70, $266.00 , $6.00 , $51.00 , $8.00 , $6.00 , $64.00 ,6,7,1,5,8,0,0,0,0,0,0,0,Spain
5633,1980,Graduation,Married," $50,183.00 ",1,1,25/06/2014,47, $97.00 , $12.00 , $84.00 , $13.00 , $10.00 , $15.00 ,7,3,1,6,5,0,0,0,0,0,0,0,Saudi Arabia
3037,1983,PhD,Married," $50,150.00 ",0,0,20/06/2013,32, $135.00 , $46.00 , $92.00 , $65.00 , $61.00 , $11.00 ,2,5,2,7,5,0,0,0,0,0,0,0,Canada
4698,1983,PhD,Married," $50,150.00 ",0,0,20/06/2013,32, $135.00 , $46.00 , $92.00 , $65.00 , $61.00 , $11.00 ,2,5,2,7,5,0,0,0,0,0,0,0,Spain
9386,1962,Graduation,Together," $50,127.00 ",0,1,29/05/2014,88, $274.00 , $-   , $21.00 , $4.00 , $6.00 , $15.00 ,1,5,1,6,6,0,1,0,0,0,0,0,Spain
2115,1957,Graduation,Together," $50,116.00 ",1,1,20/06/2014,68, $54.00 , $-   , $10.00 , $-   , $-   , $2.00 ,2,1,0,4,5,0,1,0,0,0,0,0,Germany
10855,1968,Master,Single," $50,014.00 ",1,0,22/01/2014,9, $234.00 , $14.00 , $77.00 , $19.00 , $10.00 , $42.00 ,2,4,1,8,5,0,0,0,0,0,0,0,Spain
5209,1954,Graduation,Divorced," $50,002.00 ",0,1,17/06/2013,21, $443.00 , $5.00 , $71.00 , $21.00 , $16.00 , $82.00 ,2,8,2,7,7,0,0,0,0,0,0,0,Saudi Arabia
2895,1963,Graduation,Single," $49,980.00 ",0,1,23/10/2013,79, $104.00 , $1.00 , $54.00 , $13.00 , $9.00 , $14.00 ,2,3,1,5,5,0,0,0,0,0,0,0,India
3025,1958,Graduation,Single," $49,967.00 ",0,1,08/07/2013,4, $212.00 , $6.00 , $69.00 , $4.00 , $12.00 , $3.00 ,3,6,1,5,7,0,0,0,0,0,0,0,Canada
1146,1949,Master,Together," $49,912.00 ",0,1,07/09/2012,5, $520.00 , $8.00 , $223.00 , $32.00 , $49.00 , $42.00 ,4,10,5,7,8,1,0,0,0,0,1,0,Australia
9323,1949,Master,Together," $49,912.00 ",0,1,07/09/2012,5, $520.00 , $8.00 , $223.00 , $32.00 , $49.00 , $42.00 ,4,10,5,7,8,1,0,0,0,0,1,0,Mexico
5763,1972,Master,Together," $49,854.00 ",1,0,10/11/2013,63, $123.00 , $17.00 , $171.00 , $39.00 , $-   , $30.00 ,5,6,2,5,6,0,0,0,0,0,0,0,Canada
5631,1991,Graduation,Single," $49,767.00 ",0,0,02/05/2013,92, $202.00 , $47.00 , $197.00 , $55.00 , $42.00 , $149.00 ,1,5,4,8,4,0,0,0,0,0,0,0,USA
879,1976,Master,Married," $49,681.00 ",0,2,04/11/2013,66, $411.00 , $-   , $26.00 , $-   , $-   , $21.00 ,6,7,1,7,7,0,0,0,0,0,0,0,Saudi Arabia
4599,1976,Master,Married," $49,681.00 ",0,2,04/11/2013,66, $411.00 , $-   , $26.00 , $-   , $-   , $21.00 ,6,7,1,7,7,0,0,0,0,0,0,0,Canada
11166,1961,Graduation,Married," $49,678.00 ",0,1,02/02/2013,81, $229.00 , $5.00 , $56.00 , $3.00 , $2.00 , $20.00 ,2,6,2,4,7,0,0,0,0,0,0,0,Spain
7613,1974,2n Cycle,Together," $49,669.00 ",1,0,24/05/2014,97, $166.00 , $5.00 , $107.00 , $11.00 , $8.00 , $29.00 ,2,5,1,6,6,0,0,0,0,0,0,0,Spain
3584,1955,PhD,Single," $49,667.00 ",0,0,20/08/2012,35," $1,181.00 ", $26.00 , $120.00 , $17.00 , $13.00 , $39.00 ,2,5,10,5,8,1,0,0,0,0,1,0,Canada
4796,1952,Graduation,Divorced," $49,638.00 ",0,1,19/04/2014,71, $18.00 , $10.00 , $3.00 , $3.00 , $5.00 , $-   ,1,1,0,3,2,0,0,0,0,0,0,0,Spain
1177,1966,Master,Together," $49,618.00 ",1,1,26/01/2013,77, $80.00 , $3.00 , $26.00 , $4.00 , $2.00 , $14.00 ,4,3,1,3,7,0,0,0,0,0,0,0,Spain
4050,1966,Master,Married," $49,605.00 ",0,0,21/06/2014,65, $42.00 , $16.00 , $29.00 , $12.00 , $20.00 , $8.00 ,1,2,1,4,3,0,0,0,0,0,0,0,Canada
6950,1958,Master,Married," $49,572.00 ",1,1,15/12/2013,25, $35.00 , $1.00 , $16.00 , $-   , $1.00 , $1.00 ,2,2,0,3,7,0,0,0,0,0,0,0,Canada
4065,1976,PhD,Married," $49,544.00 ",1,0,12/02/2013,0, $308.00 , $-   , $73.00 , $-   , $-   , $23.00 ,2,5,1,8,7,0,0,0,0,0,0,0,Spain
4120,1975,2n Cycle,Single," $49,514.00 ",1,0,17/12/2013,61, $88.00 , $39.00 , $78.00 , $58.00 , $13.00 , $93.00 ,2,6,1,4,7,0,0,0,0,0,0,0,India
8581,1971,Master,Married," $49,505.00 ",1,1,05/03/2013,4, $604.00 , $-   , $100.00 , $19.00 , $-   , $28.00 ,9,10,2,8,8,0,0,0,0,0,0,0,Spain
6141,1972,Master,Single," $49,494.00 ",1,0,25/04/2013,46, $191.00 , $9.00 , $97.00 , $-   , $6.00 , $82.00 ,2,6,1,5,7,0,0,0,0,0,0,0,Canada
10524,1963,Master,Divorced," $49,476.00 ",0,1,20/06/2013,29, $386.00 , $23.00 , $95.00 , $54.00 , $41.00 , $196.00 ,4,2,11,5,2,0,0,0,0,0,0,0,Canada
3277,1955,Graduation,Divorced," $49,431.00 ",0,1,03/08/2012,9, $219.00 , $3.00 , $100.00 , $26.00 , $-   , $17.00 ,2,7,1,5,8,0,0,0,0,0,0,0,Spain
10323,1952,Graduation,Married," $49,413.00 ",0,1,25/10/2013,88, $205.00 , $7.00 , $41.00 , $3.00 , $2.00 , $46.00 ,2,4,2,5,5,0,0,0,0,0,0,0,Spain
10738,1951,Master,Single," $49,389.00 ",1,1,29/08/2013,55, $40.00 , $-   , $19.00 , $2.00 , $1.00 , $3.00 ,1,2,0,3,7,0,0,0,0,0,0,0,Australia
3916,1971,PhD,Together," $49,269.00 ",1,0,15/08/2012,92, $639.00 , $8.00 , $166.00 , $11.00 , $8.00 , $58.00 ,3,7,3,12,7,0,0,0,0,0,0,0,Spain
5723,1976,PhD,Together," $49,187.00 ",0,1,11/01/2014,63, $81.00 , $1.00 , $31.00 , $2.00 , $1.00 , $-   ,1,1,1,5,2,0,0,0,0,0,0,0,Spain
7848,1974,Graduation,Single," $49,166.00 ",0,1,13/06/2013,17, $224.00 , $2.00 , $25.00 , $7.00 , $-   , $110.00 ,2,5,3,3,6,0,0,0,0,0,0,0,India
3578,1949,Graduation,Divorced," $49,160.00 ",0,1,20/10/2013,29, $122.00 , $21.00 , $43.00 , $25.00 , $10.00 , $15.00 ,2,3,1,6,6,0,0,0,0,0,0,0,Spain
3281,1960,PhD,Married," $49,154.00 ",1,1,03/11/2013,69, $206.00 , $10.00 , $67.00 , $30.00 , $27.00 , $71.00 ,6,4,1,8,6,0,0,0,0,0,0,0,Spain
9516,1971,2n Cycle,Divorced," $49,118.00 ",0,0,18/08/2012,90, $620.00 , $54.00 , $239.00 , $99.00 , $98.00 , $119.00 ,2,9,7,10,7,0,1,0,0,1,1,0,Spain
7533,1964,Graduation,Married," $49,096.00 ",1,1,24/09/2013,15, $144.00 , $1.00 , $32.00 , $2.00 , $1.00 , $7.00 ,4,4,1,4,7,0,0,0,0,0,0,0,Canada
2870,1973,Graduation,Married," $49,094.00 ",0,1,21/09/2012,6, $376.00 , $-   , $38.00 , $11.00 , $8.00 , $69.00 ,5,6,3,6,6,0,0,0,0,0,0,0,Spain
7397,1951,Graduation,Single," $49,090.00 ",0,1,19/07/2013,45, $494.00 , $5.00 , $82.00 , $7.00 , $-   , $100.00 ,3,7,2,9,7,0,0,0,0,0,0,0,Spain
6116,1968,2n Cycle,Married," $48,985.00 ",0,1,05/07/2013,13, $19.00 , $13.00 , $18.00 , $10.00 , $7.00 , $8.00 ,1,1,1,3,3,0,0,0,0,0,0,0,Spain
2968,1943,PhD,Divorced," $48,948.00 ",0,0,01/02/2013,53, $437.00 , $8.00 , $206.00 , $160.00 , $49.00 , $42.00 ,2,7,10,5,6,1,0,0,0,0,1,0,Australia
8800,1943,PhD,Divorced," $48,948.00 ",0,0,01/02/2013,53, $437.00 , $8.00 , $206.00 , $160.00 , $49.00 , $42.00 ,2,7,10,5,6,1,0,0,0,0,1,0,Saudi Arabia
5389,1964,Graduation,Married," $48,920.00 ",0,2,20/10/2013,93, $238.00 , $17.00 , $68.00 , $8.00 , $10.00 , $6.00 ,3,6,2,5,7,0,1,0,0,0,0,0,Spain
2811,1963,PhD,Single," $48,918.00 ",1,1,12/04/2014,21, $52.00 , $-   , $9.00 , $-   , $-   , $1.00 ,2,1,0,4,4,0,0,0,0,0,0,0,Spain
9150,1963,PhD,Single," $48,918.00 ",1,1,12/04/2014,21, $52.00 , $-   , $9.00 , $-   , $-   , $1.00 ,2,1,0,4,4,0,0,0,0,0,0,0,Spain
8805,1960,Graduation,Single," $48,904.00 ",0,1,02/12/2012,1, $283.00 , $10.00 , $38.00 , $-   , $13.00 , $27.00 ,4,7,2,4,8,0,0,0,0,0,0,0,USA
1158,1966,Graduation,Divorced," $48,877.00 ",0,1,05/01/2014,27, $102.00 , $1.00 , $15.00 , $2.00 , $-   , $24.00 ,1,3,0,4,7,0,0,0,0,0,0,0,Spain
10232,1963,PhD,Divorced," $48,799.00 ",0,1,05/11/2013,9, $174.00 , $18.00 , $81.00 , $28.00 , $6.00 , $24.00 ,3,3,2,7,3,0,0,0,0,0,0,0,Spain
6382,1953,Graduation,Together," $48,794.00 ",1,1,26/06/2014,97, $25.00 , $-   , $11.00 , $3.00 , $-   , $15.00 ,1,1,0,3,4,0,0,0,0,0,0,0,USA
8560,1992,Graduation,Single," $48,789.00 ",0,0,10/09/2012,94, $351.00 , $16.00 , $156.00 , $7.00 , $5.00 , $145.00 ,1,6,4,7,6,0,0,0,0,0,0,0,Canada
5237,1950,PhD,Single," $48,767.00 ",1,2,01/01/2014,79, $28.00 , $1.00 , $21.00 , $3.00 , $-   , $10.00 ,3,2,1,3,5,0,0,0,0,0,0,0,Australia
5621,1969,Graduation,Married," $48,752.00 ",1,1,12/12/2012,8, $73.00 , $57.00 , $100.00 , $71.00 , $15.00 , $-   ,5,6,1,5,9,0,0,0,0,0,1,0,Spain
221,1955,Graduation,Married," $48,726.00 ",0,1,27/04/2013,90, $138.00 , $3.00 , $38.00 , $4.00 , $-   , $59.00 ,3,3,2,4,6,0,0,0,0,0,0,0,Germany
5552,1963,Master,Divorced," $48,721.00 ",1,1,13/05/2013,50, $81.00 , $18.00 , $113.00 , $47.00 , $13.00 , $21.00 ,6,4,2,5,6,0,0,0,0,0,0,0,Saudi Arabia
11031,1950,PhD,Married," $48,699.00 ",1,1,21/05/2013,90, $26.00 , $1.00 , $10.00 , $2.00 , $-   , $1.00 ,1,1,0,3,5,0,0,0,0,0,0,0,Australia
7284,1953,Graduation,Married," $48,686.00 ",1,2,04/12/2013,8, $10.00 , $-   , $7.00 , $2.00 , $-   , $1.00 ,1,1,0,2,8,0,0,0,0,0,0,0,Spain
5025,1979,Graduation,Single," $48,526.00 ",1,0,24/12/2013,32, $23.00 , $17.00 , $23.00 , $43.00 , $20.00 , $9.00 ,1,2,1,4,3,0,0,0,0,0,0,0,Spain
492,1973,PhD,YOLO," $48,432.00 ",0,1,18/10/2012,3, $322.00 , $3.00 , $50.00 , $4.00 , $3.00 , $42.00 ,5,7,1,6,8,0,0,0,0,0,0,0,Canada
1041,1973,PhD,Single," $48,432.00 ",0,1,18/10/2012,3, $322.00 , $3.00 , $50.00 , $4.00 , $3.00 , $42.00 ,5,7,1,6,8,0,0,0,0,0,1,0,Saudi Arabia
11133,1973,PhD,YOLO," $48,432.00 ",0,1,18/10/2012,3, $322.00 , $3.00 , $50.00 , $4.00 , $3.00 , $42.00 ,5,7,1,6,8,0,0,0,0,0,1,0,India
10623,1961,Master,Together," $48,330.00 ",0,1,15/11/2013,2, $28.00 , $-   , $4.00 , $-   , $-   , $-   ,1,1,0,3,5,0,0,0,0,0,0,0,Spain
10299,1969,PhD,Single," $48,240.00 ",0,0,09/11/2012,73, $389.00 , $91.00 , $248.00 , $64.00 , $49.00 , $41.00 ,3,6,3,13,5,0,0,0,0,0,1,0,Spain
4954,1956,Graduation,Married," $48,195.00 ",1,1,21/01/2014,53, $106.00 , $27.00 , $68.00 , $52.00 , $7.00 , $5.00 ,6,4,2,5,6,0,0,0,0,0,0,0,Spain
3483,1958,Graduation,Married," $48,192.00 ",0,0,06/04/2013,76," $1,039.00 ", $43.00 , $204.00 , $153.00 , $58.00 , $29.00 ,3,2,8,12,8,0,1,0,1,1,1,0,Canada
5866,1974,Graduation,Together," $48,186.00 ",1,0,20/03/2014,39, $97.00 , $3.00 , $66.00 , $12.00 , $7.00 , $34.00 ,3,4,1,4,7,0,0,0,0,0,0,0,Spain
10313,1975,Graduation,Married," $48,178.00 ",1,1,28/10/2012,69, $159.00 , $4.00 , $45.00 , $6.00 , $2.00 , $38.00 ,6,5,1,4,8,0,0,0,0,0,0,0,Spain
5991,1949,Master,Married," $48,150.00 ",0,1,08/06/2013,24, $173.00 , $2.00 , $39.00 , $3.00 , $2.00 , $47.00 ,3,5,1,4,7,0,0,0,0,0,0,0,Germany
359,1950,Graduation,Together," $48,070.00 ",0,1,13/01/2013,33, $373.00 , $14.00 , $83.00 , $6.00 , $9.00 , $19.00 ,3,8,2,6,7,0,0,0,0,0,0,1,Spain
194,1965,Graduation,Married," $48,006.00 ",1,1,09/06/2014,55, $23.00 , $-   , $11.00 , $3.00 , $2.00 , $2.00 ,1,1,0,3,6,0,0,0,0,0,0,0,Spain
1497,1952,Graduation,Single," $47,958.00 ",0,1,19/01/2013,8, $268.00 , $11.00 , $88.00 , $15.00 , $3.00 , $22.00 ,2,6,3,5,5,0,0,0,0,0,0,0,Saudi Arabia
7247,1960,Graduation,Widow," $47,916.00 ",0,1,22/11/2012,72, $505.00 , $-   , $26.00 , $-   , $-   , $75.00 ,5,7,4,6,6,0,1,0,0,0,0,0,Germany
6534,1974,Graduation,Together," $47,889.00 ",1,0,04/01/2014,94, $29.00 , $-   , $29.00 , $-   , $5.00 , $4.00 ,1,2,0,3,5,0,0,0,0,0,0,0,Saudi Arabia
4368,1980,Graduation,Married," $47,850.00 ",1,0,03/12/2013,72, $42.00 , $7.00 , $43.00 , $20.00 , $12.00 , $10.00 ,1,3,0,4,6,0,0,0,0,0,0,0,Spain
1473,1960,2n Cycle,Single," $47,823.00 ",0,1,23/07/2013,0, $53.00 , $1.00 , $5.00 , $2.00 , $1.00 , $10.00 ,2,2,0,3,8,0,0,0,0,0,0,0,Canada
5081,1967,2n Cycle,Together," $47,821.00 ",1,1,20/10/2013,54, $9.00 , $-   , $16.00 , $6.00 , $6.00 , $10.00 ,1,1,0,3,8,0,0,0,0,0,0,0,Spain
5534,1975,Master,Married," $47,808.00 ",0,1,20/10/2013,30, $123.00 , $1.00 , $26.00 , $2.00 , $-   , $72.00 ,2,3,2,3,7,1,0,0,0,0,0,0,Spain
332,1957,Graduation,Married," $47,743.00 ",0,1,22/03/2013,56, $198.00 , $2.00 , $43.00 , $-   , $12.00 , $20.00 ,3,4,1,6,6,0,1,0,0,0,0,0,Spain
5863,1953,Graduation,Married," $47,703.00 ",0,1,29/05/2013,95, $359.00 , $-   , $134.00 , $13.00 , $26.00 , $123.00 ,4,6,3,8,5,0,0,0,0,0,0,0,Spain
10381,1979,Graduation,Single," $47,691.00 ",0,1,05/07/2013,43, $14.00 , $-   , $3.00 , $-   , $-   , $4.00 ,1,1,0,2,6,0,0,0,0,0,0,0,Spain
702,1975,2n Cycle,Widow," $47,682.00 ",0,1,15/02/2013,80, $162.00 , $61.00 , $83.00 , $97.00 , $57.00 , $61.00 ,4,4,3,8,5,0,0,0,0,0,0,0,Spain
6379,1949,Master,Widow," $47,570.00 ",1,1,29/05/2013,3, $67.00 , $1.00 , $20.00 , $-   , $2.00 , $31.00 ,3,2,2,2,7,0,0,0,0,0,1,0,USA
10242,1966,PhD,Together," $47,472.00 ",1,1,16/09/2013,39, $56.00 , $-   , $11.00 , $-   , $-   , $8.00 ,2,2,0,4,5,0,0,0,0,0,0,0,Spain
1604,1960,Master,Married," $47,353.00 ",0,1,13/11/2013,93, $184.00 , $2.00 , $19.00 , $8.00 , $8.00 , $4.00 ,3,2,2,6,5,0,0,0,0,0,0,0,Spain
5491,1951,Master,Together," $47,352.00 ",0,1,11/04/2013,70, $172.00 , $12.00 , $112.00 , $8.00 , $-   , $15.00 ,4,6,1,5,7,0,0,0,0,0,0,0,Australia
10741,1951,Master,Together," $47,352.00 ",0,1,11/04/2013,70, $172.00 , $12.00 , $112.00 , $8.00 , $-   , $15.00 ,4,6,1,5,7,0,0,0,0,0,0,0,Spain
977,1957,Graduation,Together," $47,320.00 ",0,1,01/08/2013,10, $200.00 , $19.00 , $111.00 , $50.00 , $15.00 , $19.00 ,6,5,1,8,6,0,0,0,0,0,0,0,Canada
955,1962,Master,Together," $47,175.00 ",1,1,28/10/2012,81, $167.00 , $2.00 , $44.00 , $6.00 , $2.00 , $19.00 ,7,4,2,4,8,1,0,0,0,0,1,0,Saudi Arabia
1857,1952,Graduation,Single," $47,139.00 ",1,1,06/03/2014,2, $46.00 , $-   , $12.00 , $-   , $2.00 , $23.00 ,2,2,1,2,7,0,0,0,0,0,1,0,Spain
8041,1971,PhD,Widow," $47,111.00 ",0,1,08/09/2012,35, $595.00 , $71.00 , $153.00 , $120.00 , $112.00 , $41.00 ,6,3,2,10,9,0,0,0,0,0,0,0,Saudi Arabia
2320,1978,2n Cycle,Married," $47,025.00 ",0,1,12/09/2013,98, $508.00 , $11.00 , $59.00 , $23.00 , $5.00 , $29.00 ,5,11,1,6,9,0,0,0,0,0,0,0,Spain
2698,1976,Graduation,Single," $47,025.00 ",0,1,07/11/2013,52, $254.00 , $7.00 , $108.00 , $20.00 , $-   , $26.00 ,3,6,3,5,6,0,0,0,0,0,0,0,USA
8275,1965,PhD,Divorced," $47,025.00 ",1,1,09/02/2014,6, $16.00 , $-   , $3.00 , $-   , $-   , $1.00 ,1,1,0,2,7,0,0,0,0,0,0,0,Spain
4554,1965,Graduation,Together," $47,009.00 ",0,1,01/10/2013,89, $171.00 , $45.00 , $73.00 , $59.00 , $10.00 , $90.00 ,4,3,2,8,4,0,0,0,0,0,0,0,Spain
10448,1956,Graduation,Single," $46,998.00 ",0,1,22/10/2012,55, $172.00 , $41.00 , $86.00 , $45.00 , $6.00 , $27.00 ,5,5,3,5,7,1,0,0,0,0,0,0,Spain
8629,1956,Graduation,Widow," $46,984.00 ",1,1,26/03/2013,71, $19.00 , $1.00 , $10.00 , $2.00 , $1.00 , $8.00 ,1,1,0,3,5,0,0,0,0,0,0,0,Canada
1010,1977,Graduation,Together," $46,931.00 ",2,1,24/04/2014,94, $41.00 , $-   , $17.00 , $3.00 , $1.00 , $16.00 ,2,1,1,3,3,0,0,0,0,0,0,0,Spain
7422,1987,Graduation,Single," $46,923.00 ",1,0,22/08/2012,90, $85.00 , $44.00 , $54.00 , $102.00 , $78.00 , $6.00 ,3,5,1,7,7,0,0,0,0,0,0,0,Spain
8605,1964,PhD,Together," $46,910.00 ",1,1,23/03/2014,36, $48.00 , $-   , $14.00 , $-   , $-   , $6.00 ,2,2,0,3,6,0,0,0,0,0,0,0,Spain
9648,1967,Graduation,Single," $46,904.00 ",1,1,03/11/2012,20, $153.00 , $4.00 , $56.00 , $-   , $9.00 , $31.00 ,4,5,1,4,8,0,0,0,0,0,0,0,Spain
20,1965,2n Cycle,Married," $46,891.00 ",0,1,01/09/2013,91, $43.00 , $12.00 , $23.00 , $29.00 , $15.00 , $61.00 ,1,2,1,4,4,0,0,0,0,0,0,0,Germany
2246,1965,2n Cycle,Married," $46,891.00 ",0,1,01/09/2013,91, $43.00 , $12.00 , $23.00 , $29.00 , $15.00 , $61.00 ,1,2,1,4,4,0,0,0,0,0,0,0,Spain
3182,1973,PhD,Single," $46,854.00 ",1,1,31/03/2014,81, $96.00 , $1.00 , $79.00 , $7.00 , $1.00 , $79.00 ,6,5,1,3,8,1,0,0,0,0,1,0,India
2516,1969,2n Cycle,Married," $46,831.00 ",1,1,08/06/2013,84, $22.00 , $2.00 , $10.00 , $6.00 , $4.00 , $34.00 ,2,1,2,2,4,0,0,0,0,0,0,0,Spain
2166,1960,2n Cycle,Widow," $46,779.00 ",1,1,12/07/2013,55, $12.00 , $1.00 , $3.00 , $-   , $-   , $7.00 ,1,0,1,2,4,0,0,0,0,0,0,0,Saudi Arabia
7706,1975,2n Cycle,Together," $46,772.00 ",0,1,07/11/2012,88, $350.00 , $104.00 , $189.00 , $197.00 , $151.00 , $57.00 ,6,11,8,5,8,1,0,0,0,0,0,0,Canada
269,1963,PhD,Single," $46,757.00 ",0,1,16/11/2012,71, $777.00 , $30.00 , $163.00 , $-   , $51.00 , $122.00 ,6,4,4,7,9,0,0,0,0,0,0,0,Spain
